BCI-AV#,English,POS,Derivation - explanation,WinBliss
25522,"away,at_a_distance,off",WHITE,"(reference line [half-sized] + three connecting dots + arrowhead: full square between reference line and arrowhead emphasizes distance. This symbol is a simplified form of departure.) - Character (sequenced) Preferred NEW SYNONYM, replacing 12602",W#2#2#0#0#10#29#11##0#4*&Q#1#1#0#2#16#33#17##0#4*&Q#1#1#0#4#16#35#17##0#4*&Q#1#1#0#6#16#37#17##0#4*&R#2#2#0#8#10#37#11##0#4*%£
25523,bad_conscience,YELLOW,"(conscience + minus,no,without: conscience in a negative state) - Character (superimposed)",J#1#1#0#0#4#25#5##0#4*&J#1#1#0#0#8#25#9##0#4*&W#2#1#0#2#12#27#13##0#4*%£
25524,ball_field,YELLOW,"(ball + earth,ground,land) - Character (superimposed)",W#4#1#0#0#16#35#17##0#4*&H#2#1#0#2#12#37#13##0#4*&W#2#1#0#2#14#37#15##0#4*%£
25525,"biochemical_product,organic_compound",YELLOW,(chemical product + life [modification] [combination]: chemical substances that constitute biological processes) - Character (superimposed - modified - combined),W#8#2#0#0#8#43#9##0#4*&H#3#1#0#4#8#41#9##0#4*&L#2#1#0#6#12#49#13##0#4*&W#2#2#0#8#8#51#9##0#4*%£
25526,blindness,YELLOW,"(eye + deletion,cancellation,destruction: for destroyed vision and lack of sight) - Character (superimposed)",W#8#2#0#0#8#34#9##0#4*&H#2#1#0#1#10#35#11##0#4*&Q#1#1#0#3#12#37#13##0#4*%£
25527,"boarding,embarkation_(to_sea)",YELLOW,(shore + forward: going forward from shore to water) - Character (superimposed),W#4#1#0#0#16#27#17##0#4*&F#1#2#0#4#10#31#11##0#4*&A#1#2#0#8#15#35#16##0#4*%£
25528,bones_with_joint,YELLOW,"(bone + bone [modification, horizontal]: indicating the junction where bones meet) - Character (superimposed - sequenced - modified)",Q#1#1#0#0#8#33#9##0#4*&Q#1#1#0#0#16#33#17##0#4*&W#2#2#0#0#10#33#11##0#4*&W#2#1#0#2#16#35#17##0#4*&Q#1#1#0#8#16#41#17##0#4*%£
25529,"bottleneck,bottle_opening",YELLOW,"(bottle + pointer, to neck or opening) - Character (superimposed - pointer)",H#2#1#0#0#12#15#13##0#4*&W#2#2#0#2#8#17#9##0#4*&R#2#4#0#3#6#38#7##0#4*%£
25530,bread_surface,YELLOW,"(bread + pointer, down to top of bread + pointer, up to bottom of bread) - Character (superimposed - pointer)",K#4#4#0#0#12#33#13##0#4*&W#4#1#0#1#12#28#13##0#4*&W#4#1#0#1#16#28#17##0#4*&R#2#1#0#3#17#30#18##0#4*&R#2#3#0#3#9#30#10##0#4*&K#4#2#0#9#12#42#13##0#4*%£
25531,buttocks_and_genitals,YELLOW,"(standing person + pointer, to the right to buttocks + pointer, to the left to genitals) - Character (superimposed - pointer)",R#2#2#0#0#10#31#11##0#4*&W#2#1#0#3#16#34#17##0#4*&W#4#2#0#3#8#34#9##0#4*&R#2#4#0#4#10#35#11##0#4*%£
25532,"case,casing",YELLOW,(enclosure + thing: a crust or shell surrounds the thing) - Character (superimposed),L#1#1#0#0#8#27#9##0#4*&L#2#1#0#2#10#29#11##0#4*%£
25533,"coldness,cold",YELLOW,(pointer (left) + ice + pointer (right): suggesting the spreading of cold from something cold like ice) - Character (superimposed - pointer),R#2#4#0#0#10#27#11##0#4*&A#1#2#0#2#11#29#12##0#4*&L#2#1#0#4#10#31#11##0#4*&R#2#2#0#10#10#37#11##0#4*%£
25534,"compression,compressing,squeezing",YELLOW,(forward + thing + backward: squeezing a thing by pressure from two directions) - Character (superimposed),F#1#2#0#0#10#17#11##0#4*&L#2#1#0#8#10#25#11##0#4*&F#1#4#0#12#10#29#11##0#4*%£
25535,"container,basket_(high)",YELLOW,"(container [modification, high position, under the skyline]) - Character (modified)",J#1#3#0#0#8#34#9##0#4*%£
25536,container_(low),YELLOW,"(container [modification, low position, under the earthline]) - Character (modified)",J#1#3#0#0#16#33#15##0#4*%£
25537,corner,YELLOW,(square_(oblique) + pointer to the right corner) - Character (superimposed - pointer),R#1#1#0#0#8#23#9##0#4*&R#1#3#0#0#12#23#13##0#4*&R#2#4#0#9#10#32#11##0#4*%£
25538,correct_thinking,YELLOW,(mind + plus) - Character (superimposed),J#1#1#0#0#8#19#9##0#4*&T#2#1#0#2#10#21#11##0#4*%£
25539,incorrect_thinking,YELLOW,(mind + minus) - Character (superimposed),J#1#1#0#0#8#33#9##0#4*&W#2#1#0#2#12#35#13##0#4*%£
25540,couple_(female),YELLOW,(woman + woman) - Character (superimposed),U#2#1#0#0#12#37#13##0#4*&W#2#2#0#2#8#39#9##0#4*&U#2#1#0#4#12#45#13##0#4*&W#2#2#0#6#8#43#9##0#4*%£
25541,couple_(male),YELLOW,(man + man) - Character (superimposed),V#2#1#0#0#12#41#13##0#4*&W#2#2#0#2#8#39#9##0#4*&V#2#1#0#4#12#41#13##0#4*&W#2#2#0#6#8#43#9##0#4*%£
25542,crossed_racquets_(OLD),YELLOW,"(racket,racquet + racket,racquet [modification, mirrored]: pictograph of two crossed racquets) - Character (superimposed - modified - redundant)",H#2#1#0#0#8#27#9##0#4*&W#2#1#0#0#10#27#11##0#4*&W#2#2#0#2#8#29#9##0#4*&W#12#1#0#2#10#29#11##0#4*&W#6#1#0#4#12#31#11##0#4*&W#6#2#0#4#12#31#13##0#4*&H#2#1#0#8#8#35#9##0#4*&W#2#1#0#8#10#35#11##0#4*&W#11#2#0#8#10#35#11##0#4*&W#2#2#0#10#8#37#9##0#4*%£
25543,deafness,YELLOW,"(ear + deletion,cancellation,destruction: representing destroyed hearing, lack of hearing - Character (superimposed)",W#8#2#0#0#8#33#15##0#4*&E#1#1#0#2#8#35#9##0#4*%£
25544,"debarkation,disembarkation_(ashore)",YELLOW,"(shore + backward,back: going back to shore from water) - Character (superimposed)",W#4#1#0#0#16#27#17##0#4*&F#1#4#0#4#10#31#11##0#4*&A#1#2#0#8#15#35#16##0#4*%£
25545,"adversity,hardship,setback",YELLOW,"(forward + arrow, high position pointing backward + arrow, low position pointing backward: one arrow is ""frustrated"" in its efforts to penetrate the opposition of the other two) - Character (superimposed - sequenced)",F#1#2#0#0#10#35#11##0#4*&F#1#4#0#8#6#43#7##0#4*&F#1#4#0#8#14#43#15##0#4*%£
25546,depth,YELLOW,(vertical line + vertical line + pointer: the pointer points downward to the bottom of a relatively deep space) See also shallowness 25606 - Character (superimposed - pointer),R#2#3#0#0#14#33#15##0#4*&W#4#2#0#0#8#33#9##0#4*&W#4#2#0#4#8#37#9##0#4*%£
25547,"miscarriage,abortion_(general)",YELLOW,(conception + to cancel: cancelled pregnancy due to the natural death of an embryo) - Character (superimposed),A#1#4#0#0#11#3#12##0#4*&H#3#1#0#6#8#9#9##0#4*&W#8#2#0#6#8#9#9##0#4*&K#4#1#0#8#11#11#12##0#4*&K#4#3#0#8#12#11#13##0#4*%£
25548,"detachment,separation,breakup",YELLOW,(vertical line + minus + vertical line: representing the separation of two things previously attached) - Character (sequenced),W#4#2#0#0#8#29#9##0#4*&W#2#1#0#2#12#35#13##0#4*&W#4#2#0#8#8#37#9##0#4*%£
25549,diamond_(character),YELLOW,"(pictograph, of a diamond shape) - Character",V#2#1#0#0#8#37#9##0#4*&V#2#3#0#0#12#37#13##0#4*%£
25550,"digging,excavation",YELLOW,(shovel + earth) - Character (superimposed),W#4#1#0#0#16#29#17##0#4*&K#1#3#0#2#14#31#15##0#4*&W#2#1#0#2#8#31#9##0#4*&W#2#3#0#2#14#31#15##0#4*&W#3#2#0#4#8#33#9##0#4*%£
25551,digital_space_(limited),YELLOW,"(limit(s),limitation,restriction [modification] + digits_(computer)) - Character (superimposed - sequenced - modified)",W#4#2#0#0#8#37#9##0#4*&H#1#1#0#3#13#36#14##0#4*&W#1#2#0#4#10#37#11##0#4*&W#4#2#0#8#8#45#9##0#4*%£
25552,digital_world,YELLOW,(world + digits_(computer)) - Character (superimposed),W#4#1#0#0#8#33#9##0#4*&W#4#1#0#0#16#33#17##0#4*&H#1#1#0#3#13#36#14##0#4*&W#1#2#0#4#10#37#11##0#4*%£
25553,"disturbance,unrest",YELLOW,"(peace,peace_of_mind,serenity + deletion,cancellation,destruction: used in harassment 14677 and sexual_harassment 16930) - Character (superimposed)",B#1#1#0#0#8#13#9##0#4*&W#4#1#0#0#8#13#9##0#4*&W#4#1#0#0#16#13#17##0#4*&W#8#2#0#0#8#13#9##0#4*%£
25554,"evaluation,value_(half-sized)",YELLOW,"(ideograph: symbol represents a half-sized cone balancing unsteadily on its point, reminding us that our evaluations are variable and unreliable) - Character",V#2#3#0#0#12#35#13##0#4*%£
25555,"exchange,substitution",YELLOW,"(receiving + giving,gift [combination]) - Character (superimposed - combined)",J#1#3#0#0#12#11#13##0#4*&F#1#3#0#2#8#13#9##0#4*&R#2#1#0#2#8#35#9##0#4*%£
25556,"extinction,extinguishing_(fire)",YELLOW,"(fire + deletion,cancellation,destruction) - Character (superimposed)",W#8#2#0#0#8#37#9##0#4*&A#1#1#0#3#8#40#9##0#4*%£
25557,eyelid(s),YELLOW,"(eye + pointer, to upper eyelid (and eyelashes) + pointer, to lower eyelid) - Character (superimposed - pointer)",H#2#1#0#0#10#39#11##0#4*&R#2#1#0#0#15#39#16##0#4*&R#2#3#0#0#7#39#8##0#4*&Q#1#1#0#2#12#41#13##0#4*%£
25558,eyelid_(lower),YELLOW,"(eye + pointer, to lower eyelid) - Character (superimposed - pointer)",H#2#1#0#0#10#39#11##0#4*&R#2#1#0#0#15#39#16##0#4*&Q#1#1#0#2#12#41#13##0#4*%£
25559,"farness,remoteness,farawayness",YELLOW,"(reference line [half-sized] + three connecting dots + reference line [half-sized]: full square between the reference lines emphasizes distance.) See also: nearness,closeness,proximity 25586 - Character (sequenced) Preferred NEW SYNONYM, replacing 24896",W#2#2#0#0#10#5#11##0#4*&Q#1#1#0#2#16#35#17##0#4*&Q#1#1#0#4#16#37#17##0#4*&Q#1#1#0#6#16#39#17##0#4*&W#2#2#0#8#10#13#11##0#4*%£
25560,"fatness,thickness",YELLOW,"(reference line + three connecting dots + reference line + pointer, to the right on the left line + pointer, to the left on the right line : the full square between the reference lines, and the pointers pointing inwards from the outside, emphasize thickness.) See also: thinness,narrowness 25622 - Character (superimposed - sequenced - pointer) Preferred NEW SYNONYM, replacing 25561",R#2#2#0#0#10#23#11##0#4*&W#4#2#0#2#8#25#9##0#4*&Q#1#1#0#4#16#35#17##0#4*&Q#1#1#0#6#16#37#17##0#4*&Q#1#1#0#8#16#39#17##0#4*&R#2#4#0#10#10#33#11##0#4*&W#4#2#0#10#8#33#9##0#4*%£
25561,"fatness,thickness_(OLD)",YELLOW,"(reference line + reference line + pointer, to the right on the left line + pointer, to the left on the right line : the full square between the reference lines, and the pointers pointing inwards from the outside, emphasize thickness.) - Character (superimposed - sequenced - pointer) SUPERSEDED SYNONYM See fatness,thickness 25560",R#2#2#0#0#10#23#11##0#4*&W#4#2#0#2#8#25#9##0#4*&R#2#4#0#10#10#33#11##0#4*&W#4#2#0#10#8#33#9##0#4*%£
25562,floating_container,YELLOW,(container + water_(ground_level): container appears to float on water) - Character (superimposed),A#1#2#0#0#15#33#16##0#4*&J#1#3#0#0#12#33#13##0#4*%£
25563,"flower,bloom,blossom",YELLOW,"(flower + pointer, to blossom) - Character (superimposed - pointer)",H#2#1#0#0#8#41#9##0#4*&W#2#2#0#2#12#43#13##0#4*&R#2#4#0#5#8#46#9##0#4*%£
25564,"fold,folding,pleating",YELLOW,"(vertical reference line + horizontal reference line + pictograph, of a small curved arrow (to the right and down): the arrow pulls the vertical reference line down onto the horizontal one, as if closing a folder) - Character (superimposed)",K#2#2#0#0#12#33#13##0#4*&W#4#1#0#0#16#33#17##0#4*&W#4#2#0#0#8#33#9##0#4*&R#2#3#0#2#14#35#15##0#4*%£
25565,"freezing,hardening,solidifying",YELLOW,(water + thing + action indicator: to convert water to solid ice) - Character (superimposed),A#1#2#0#0#11#25#12##0#4*&L#2#1#0#6#10#31#11##0#4*%£
25566,from_sky,YELLOW,(sky + down) - Character (superimposed),W#4#1#0#0#8#41#9##0#4*&F#1#3#0#2#8#43#9##0#4*%£
25567,fruit_(pointed),YELLOW,(fruit + pictograph of wedge shape [combination]) - Character (superimposed - combined),V#2#3#0#0#12#21#13##0#4*&W#2#1#0#0#12#27#13##0#4*&K#2#1#0#2#8#23#9##0#4*%£
25568,future_(uncertain),YELLOW,"(future + what,question_mark: unpredictable future) - Character (superimposed)",K#3#4#0#0#8#41#9##0#4*&Y#24#1#0#2#10#43#11##0#4*%£
25569,good_conscience,YELLOW,"(conscience + and also,plus,too: conscience in a positive state) - Character (superimposed)",J#1#1#0#0#4#31#5##0#4*&J#1#1#0#0#8#49#9##0#4*&T#2#1#0#2#10#51#11##0#4*%£
25570,hidden_thing,YELLOW,(thing + earth: something half hidden in the earth) - Character (superimposed),W#4#1#0#0#16#23#17##0#4*&L#2#1#0#2#14#25#15##0#4*%£
25571,horse_neck,YELLOW,"(horse + pointer, to neck) - Character (superimposed - pointer)",V#2#1#0#0#12#40#13##0#4*&W#4#1#0#0#12#40#13##0#4*&V#2#1#0#4#12#44#13##0#4*&R#2#2#0#7#7#44#8##0#4*&W#6#2#0#8#8#48#9##0#4*&W#5#1#0#12#8#52#9##0#4*%£
25572,horse_rump,YELLOW,"(horse + pointer, to tail) - Character (superimposed - pointer)",R#2#2#0#0#10#33#11##0#4*&V#2#1#0#3#12#39#13##0#4*&W#4#1#0#3#12#39#13##0#4*&V#2#1#0#7#12#43#13##0#4*&W#6#2#0#11#8#47#9##0#4*&W#5#1#0#15#8#51#9##0#4*%£
25573,hypodermic_needlepoint,YELLOW,"(injection,inoculation,shot + pointer, to the needlepoint) - Character (superimposed - pointer)",W#2#1#0#0#12#25#13##0#4*&W#2#2#0#0#10#25#11##0#4*&W#2#2#0#4#10#29#11##0#4*&W#4#1#0#4#14#29#15##0#4*&W#4#3#0#4#10#29#11##0#4*&W#2#1#0#12#12#37#13##0#4*&W#2#2#0#12#10#37#11##0#4*&R#2#4#0#17#10#46#11##0#4*%£
25574,"hypothesis,theory",YELLOW,"(creation + what,question_mark [modification, lower position]: the nature of things, but with uncertainty) - Character (superimposed - modified)",U#1#1#0#0#8#61#9##0#4*&Y#24#1#0#3#11#66#12##0#4*%£
25575,"imprint,depression",YELLOW,"(pictograph of impression, like made by a thumb pressed into something soft) - Character",J#1#3#0#0#12#25#13##0#4*&W#2#2#0#0#12#25#13##0#4*&W#2#2#0#8#12#33#13##0#4*%£
25576,insurance,YELLOW,(protection + future_(uncertain): protection against unpredictable future problems and expense) - Character (superimposed),R#1#1#0#0#8#27#9##0#4*&K#3#4#0#2#8#29#9##0#4*&Y#24#1#0#3#10#30#11##0#4*%£
25577,"left_turn,left_(position_or_direction)",YELLOW,"(horizontal line [modification, half-sized, on skyline, extending to the left] + vertical line) - Character (superimposed - modified)",W#2#1#0#0#8#31#9##0#4*&W#4#2#0#4#8#35#9##0#4*%£
25578,leg_and_foot,YELLOW,(legs and feet + two pointers: to leg and foot) - Character (superimposed - pointer),V#1#1#0#0#8#29#9##0#4*&W#2#1#0#0#16#29#17##0#4*&R#2#4#0#7#10#36#11##0#4*&W#2#1#0#8#16#37#17##0#4*&R#2#3#0#10#13#39#14##0#4*%£
25579,"limit(s),limitation,restriction",YELLOW,"(line,stripe + three connecting dots + line,stripe: two reference lines on the vertical boundaries of the symbol for enclosure, limiting what lies between them) - Character (sequenced) Preferred NEW SYNONYM, replacing 15213",W#4#2#0#0#8#15#9##0#4*&Q#1#1#0#2#16#35#17##0#4*&Q#1#1#0#4#16#37#17##0#4*&Q#1#1#0#6#16#39#17##0#4*&W#4#2#0#8#8#23#9##0#4*%£
25580,mane_(lion_etc),YELLOW,"(body + hair + pointer, to mane: specifier for species that has a mane) - Character (superimposed - pointer)",K#3#4#0#0#8#37#9##0#4*&W#4#1#0#2#8#39#9##0#4*&W#4#1#0#2#16#39#17##0#4*&K#5#4#0#3#6#41#7##0#4*&K#5#4#0#5#6#43#7##0#4*&K#5#4#0#7#6#45#7##0#4*&R#2#4#0#9#4#46#5##0#4*&K#3#2#0#10#8#47#9##0#4*%£
25581,"mash,mush,pulp_(food)",YELLOW,(forward + food + backward: crushed food) - Character (superimposed),F#1#2#0#0#10#23#11##0#4*&H#2#1#0#8#10#31#11##0#4*&W#2#1#0#8#16#31#17##0#4*&F#1#4#0#12#10#35#11##0#4*%£
25582,mask_(disguise),YELLOW,(pictograph of mask) - Character,H#3#1#0#0#8#37#9##0#4*&K#4#1#0#0#11#37#12##0#4*&K#4#3#0#0#12#37#13##0#4*&Q#1#1#0#2#12#39#13##0#4*&K#4#1#0#4#11#41#12##0#4*&K#4#3#0#4#12#41#13##0#4*&Q#1#1#0#6#12#43#13##0#4*%£
25583,"meeting,encounter",YELLOW,(forward + backward: two arrows approaching each other from opposite directions) - Character (sequenced),F#1#2#0#0#10#11#11##0#4*&F#1#4#0#10#10#21#11##0#4*%£
25584,meeting_and_parting,YELLOW,"(meeting,encounter [modification, higher position] + parting [modification, lower position]) - Character (superimposed - sequenced - modified)",F#1#2#0#0#8#31#9##0#4*&F#1#4#0#0#12#31#13##0#4*&F#1#2#0#10#12#41#13##0#4*&F#1#4#0#10#8#41#9##0#4*%£
25585,metaphor_(winged),YELLOW,"(metaphor + wings: ""winged speech"", used in poetry) - Character (superimposed)",K#2#2#0#0#8#29#9##0#4*&H#2#1#0#2#4#31#5##0#4*&W#2#1#0#2#16#31#17##0#4*&K#2#1#0#4#8#33#9##0#4*&W#4#2#0#4#8#33#9##0#4*%£
25586,"nearness,closeness,proximity",YELLOW,"(reference line [half-sized] + reference line [half-sized]: with a half square between them, the lines are relatively near each other) See also: farness,remoteness,farawayness 25559. - Character (sequenced)",W#2#2#0#0#10#31#11##0#4*&W#2#2#0#4#10#35#11##0#4*%£
25587,"newness,novelty",YELLOW,"(life + beginning,start + time [combination]: combination of beginning and life and time) - Character (superimposed - combined)",H#3#1#0#0#8#21#9##0#4*&F#1#2#0#4#10#25#11##0#4*&W#4#2#0#4#8#25#9##0#4*%£
25588,"no_speech,anarthria",YELLOW,"(to speak + deletion,cancellation,destruction: unable to speak). See also: speech_impaired 26025. - Character (superimposed)",W#8#2#0#0#8#29#9##0#4*&H#2#1#0#2#10#31#11##0#4*%£
25589,"opposing_forces,counter-forces",YELLOW,"(backward,back [modification, on skyline] + backward,back [modification, on earthline]: forces working against something) See also: adversity,hardship,setback 25545 - Character (superimposed - modified)",F#1#4#0#0#6#17#7##0#4*&F#1#4#0#0#14#17#17##0#4*%£
25590,"out_of_body_(upward),regurgitation",YELLOW,"(body + up,upward: e.g., used in burp,belch-(to) 12925) - Character (superimposed)",K#3#4#0#0#8#37#9##0#4*&W#4#1#0#2#8#39#9##0#4*&W#4#1#0#2#16#39#17##0#4*&F#1#1#0#4#4#41#5##0#4*&K#3#2#0#10#8#47#9##0#4*%£
25591,outdoor_(character),YELLOW,"(house + dot (outside the house): can also be seen as a combination of house and out,exterior,external,outside)) - Character (sequenced - combined)",D#1#1#0#0#8#15#9##0#4*&Q#1#1#0#10#12#43#13##0#4*%£
25592,parting,YELLOW,"(backward + forward: two arrows, pointing away from each other) - Character (sequenced)",F#1#4#0#0#10#33#15##0#4*&F#1#2#0#10#10#43#9##0#4*%£
25593,"permission,allowance_(moral)",YELLOW,"(conscience + permission,allowance [combination]: represents a moral consideration that is allowed to pass through a mental barrier) - Character (superimposed - combined)",F#1#2#0#0#10#29#11##0#4*&J#1#1#0#0#4#29#5##0#4*&J#1#1#0#0#8#29#9##0#4*&W#4#2#0#4#8#33#9##0#4*%£
25594,"pizza_slice(s),sector(s),circle_sector(s)",YELLOW,"(pictograph of pizza divided into pieces, a circle divided into circle sectors) - Character",G#2#1#0#0#8#19#9##0#4*&W#4#2#0#4#8#23#9##0#4*%£
25595,plus_minus,WHITE,"(plus_sign_(low) + minus [modification, higher position]) - Character (superimposed - modified)",T#2#1#0#0#12#21#13##0#4*&W#2#1#0#0#10#21#11##0#4*%£
25596,plus_sign_(low),YELLOW,"(and,also,plus,too [modification, on earthline]) - Character (modified)",T#2#1#0#0#12#43#13##0#4*%£
25597,protected_water,YELLOW,(protection + water_(ground_level): water with protection) - Character (superimposed),A#1#2#0#0#15#23#16##0#4*&R#1#1#0#0#8#23#9##0#4*%£
25598,protection_with_pointer,YELLOW,(protection + pointer) - Character (superimposed - pointer),R#1#1#0#0#8#35#9##0#4*&R#2#4#0#9#10#42#11##0#4*%£
25599,"pull,pulling",YELLOW,"(thing + forward [modification, short arrow]: the forward moving arrow seems to be pulling the thing) - Character (superimposed - modified)",L#2#1#0#0#10#15#11##0#4*&W#2#1#0#4#12#35#13##0#4*&R#2#2#0#6#10#37#11##0#4*%£
25600,raised_wavy_line,YELLOW,"(pictograph: wavy line, as in fire, but in a higher position) - Character",A#1#1#0#0#4#26#5##0#4*%£
25601,recording_disk,YELLOW,"(pictograph, of a disk or record: circle (as in sun) + dot (in the middle), suggesting any kind of rotating recording disk, gramophone, CD, DVD, video, etc.) - Character (superimposed)",H#3#1#0#0#8#61#7##0#4*&Q#1#1#0#4#12#65#13##0#4*%£
25602,"reflection_(mental),consideration",YELLOW,(mind + reflection: mirroring thoughts in the mind) - Character (superimposed),J#1#1#0#0#8#37#9##0#4*&R#1#2#0#0#8#23#9##0#4*&W#1#1#0#0#16#23#17##0#4*&W#1#2#0#0#14#23#15##0#4*&W#4#2#0#4#8#27#9##0#4*%£
25603,"ride,drive",YELLOW,"(seat,sitting_(sitting_person) + forward [modification, on groundlevel]: going forward in a sitting position) - Character (superimposed - modified)",F#1#2#0#0#14#23#15##0#4*&W#2#1#0#0#12#23#13##0#4*&W#2#2#0#0#8#23#9##0#4*&W#2#2#0#4#12#27#13##0#4*%£
25604,"right_turn,right_(position_or_direction)",YELLOW,"(vertical line + horizontal line [modification, half-sized, on skyline, extending to the right]) - Character (superimposed - modified)",W#2#1#0#0#8#35#9##0#4*&W#4#2#0#0#8#35#9##0#4*%£
25605,"dilapidated,ruined_(building)_(1)",YELLOW,"(house,building,dwelling,residence + deletion,cancellation,destruction) - Character (superimposed) SYMBOL SYNONYM",D#1#1#0#0#8#33#9##0#4*&W#8#2#0#0#8#33#9##0#4*%£
25606,shallowness,YELLOW,(two vertical lines [half-sized] + pointer: pointer points downward into a relatively shallow space) See also depth 25546 - Character (superimposed - pointer),R#2#3#0#0#14#29#15##0#4*&W#2#2#0#0#12#29#13##0#4*&W#2#2#0#4#12#33#13##0#4*%£
25607,shekel_(character),YELLOW,(international symbol for Israeli shekel) - Character,W#2#1#0#0#16#35#17##0#4*&W#2#2#0#0#12#35#13##0#4*&W#2#2#0#2#12#37#13##0#4*&W#2#2#0#4#12#39#13##0#4*%£
