BCI-AV#,English,POS,Derivation - explanation,WinBliss
13895,ear_mold,YELLOW,(thing + ear: part of a hearing aid that fits into the ear) - Character (superimposed),L#2#1#0#0#10#33#11##0#4*&E#1#1#0#2#8#35#9##0#4*%£
13900,"earth,globe,world",YELLOW,(pictograph: symbol suggests the planet rotating on its diagonal axis) - Character,H#3#1#0#0#8#31#9##0#4*&W#8#1#0#0#8#31#9##0#4*%£
13901,"earth,ground,land",YELLOW,"(horizontal line, on the earthline of the symbol drawing area) - Character",W#4#1#0#0#16#5#17##0#4*%£
13902,east,YELLOW,"(sun + pointer, to east) - Character (superimposed - pointer)",H#3#1#0#0#8#35#9##0#4*&R#2#2#0#5#10#40#11##0#4*%£
13907,edge,YELLOW,"(table + pointer, to edge) - Character (superimposed - pointer)",O#1#1#0#0#12#31#13##0#4*&R#2#3#0#6#9#37#10##0#4*%£
13910,"effect,result",YELLOW,"(greater_than_(relation) + pictograph, of imprint: the effect is the imprint left by the wedge-shaped cause) See also: cause 13134. - Character (superimposed)",V#4#3#0#0#12#29#13##0#4*&W#2#1#0#0#8#29#9##0#4*&W#6#1#0#0#8#29#9##0#4*&W#4#2#0#4#8#33#9##0#4*%£
13912,"egg,ovum_(2)",YELLOW,(pictograph) SYMBOL SYNONYM - Character,H#3#1#0#0#8#35#9##0#4*&K#4#1#0#2#11#37#12##0#4*&K#4#3#0#2#12#37#13##0#4*%£
13914,either,WHITE,"(relation [half-sized], pointing forward + dot: altered form of position in order to represent the meaning “the first alternative”. The dot is within the relation symbol because, as CKB writes, ""We have not decided where to place it."") - Character (superimposed)",Q#1#1#0#0#12#33#13##0#4*&R#2#2#0#0#10#33#11##0#4*%£
13916,elbow,YELLOW,"(arm + pointer, to elbow) - Character (superimposed - pointer)",R#2#2#0#0#10#32#11##0#4*&W#2#1#0#3#12#35#13##0#4*&W#2#2#0#3#8#35#9##0#4*%£
13918,electricity,YELLOW,(pictograph: symbol suggests a lightning bolt) - Character,W#2#1#0#0#12#27#13##0#4*&W#6#2#0#0#8#27#9##0#4*&W#6#2#0#0#12#27#13##0#4*%£
13922,electromagnetic_radiation,YELLOW,(electricity: derived from) - Character,V#7#3#0#0#10#23#11##0#4*&W#9#2#0#8#10#37#11##0#4*%£
13929,embryo,YELLOW,"(body + being_(state_of): an embryo is a potential living being, which cannot live outside the mother's body) - Character (superimposed)",K#3#4#0#0#8#27#9##0#4*&W#4#1#0#2#8#29#9##0#4*&W#4#1#0#2#16#29#17##0#4*&H#2#1#0#4#10#31#11##0#4*&W#2#2#0#6#10#33#11##0#4*&K#3#2#0#10#8#37#9##0#4*%£
13934,enclosure,YELLOW,(pictograph: an enclosed space) - Character,L#1#1#0#0#8#29#9##0#4*%£
13935,"end,arrival,stop",YELLOW,(forward + reference line: the arrow arrives at the line and stops) - Character,F#1#2#0#0#10#27#11##0#4*&W#4#2#0#8#8#35#9##0#4*%£
13936,energy,YELLOW,"(sun + electromagnetic radiation: potential energy, as received from the sun) - Character (superimposed)",V#7#3#0#0#10#29#11##0#4*&H#3#1#0#4#8#33#9##0#4*&V#7#1#0#8#10#37#11##0#4*%£
13942,environment,YELLOW,(earth + water + sky: complete physical world that surrounds us) - Character (superimposed),A#1#2#0#0#11#27#12##0#4*&W#4#1#0#0#8#27#9##0#4*&W#4#1#0#0#16#27#17##0#4*%£
13944,"erection,erect_penis",YELLOW,"(standing_(standing_person) + pictograph, of erect penis) - Character (superimposed)",W#2#1#0#0#16#31#17##0#4*&W#4#2#0#0#8#31#9##0#4*&W#5#2#0#0#10#31#11##0#4*%£
13946,etrog,YELLOW,(pictograph: citrus fruit used as a Jewish ceremonial object (Hebrew)) - Character,K#3#4#0#0#8#31#9##0#4*&K#3#2#0#2#8#33#9##0#4*&W#1#2#0#2#6#33#7##0#4*%£
13949,"evaluation,value",YELLOW,"(symbol represents a cone balancing unsteadily on its point, reminding us that our evaluations are variable and unreliable) - Character",V#1#3#0#0#8#33#9##0#4*%£
13950,evening,YELLOW,"(moon [modification, upper half] + earth: the moon begins to appear above the horizon) - Character (superimposed - modified)",W#4#1#0#0#16#27#17##0#4*&K#2#2#0#4#12#31#13##0#4*&K#6#2#0#4#12#37#13##0#4*%£
14114,"event,happening,occasion",YELLOW,(to be + earth [half-sized]: occurrence on earth) - Character (superimposed),H#2#1#0#0#10#33#11##0#4*&W#2#1#0#0#16#33#17##0#4*&W#2#2#0#2#10#35#11##0#4*%£
14116,"evergreen_tree,spruce,fir,fir_tree",YELLOW,(tree + pictograph of spruce branches: pictograph symbol that suggests a spruce or pine tree. The symbol can be used for any tree that does not lose its leaves annually.) - Character (superimposed),K#2#3#0#0#8#31#9##0#4*&K#2#3#0#0#10#31#11##0#4*&K#2#4#0#4#8#35#9##0#4*&K#2#4#0#4#10#35#11##0#4*&W#4#2#0#4#8#35#9##0#4*%£
14128,"expectation,anticipation",YELLOW,(mind + future_(uncertain): thinking about an unknown future) - Character (superimposed),J#1#1#0#0#8#31#9##0#4*&K#3#4#0#2#8#33#7##0#4*&Y#24#1#0#4#10#37#11##0#4*%£
14132,"explosion,detonation,blowup",YELLOW,"(thing + four arrows [modification, short arrows], moving outwards) - Character (superimposed - modified)",R#2#4#0#0#10#29#11##0#4*&W#2#1#0#0#12#29#13##0#4*&L#2#1#0#4#10#33#11##0#4*&R#2#1#0#4#6#33#7##0#4*&R#2#3#0#4#16#33#15##0#4*&W#2#2#0#6#6#35#7##0#4*&W#2#2#0#6#14#35#15##0#4*&W#2#1#0#8#12#37#13##0#4*&R#2#2#0#10#10#39#11##0#4*%£
14133,eye,YELLOW,(pictograph: symbol suggests an eye with a pupil in the centre) - Character,H#2#1#0#0#10#15#11##0#4*&Q#1#1#0#2#12#17#13##0#4*%£
14134,eyebrow,YELLOW,(eye + line [half-sized] + pointer) - Character (superimposed - pointer),H#2#1#0#0#10#15#11##0#4*&W#2#1#0#0#8#35#9##0#4*&Q#1#1#0#2#12#17#13##0#4*&R#2#4#0#5#6#40#7##0#4*%£
14136,eyelid_(upper),YELLOW,"(eye + pointer, to upper eyelid) - Character (superimposed - pointer)",H#2#1#0#0#10#15#11##0#4*&R#2#3#0#0#7#35#8##0#4*&Q#1#1#0#2#12#17#13##0#4*%£
14138,face,YELLOW,"(head + dot [modification, higher position] + dot [modification, higher position]: pictograph, suggesting a face with mouth, nose and two eyes) - Character (superimposed - modified)",H#3#1#0#0#8#33#9##0#4*&Q#1#1#0#2#10#34#11##0#4*&W#2#1#0#2#14#34#15##0#4*&W#2#2#0#4#10#36#11##0#4*&Q#1#1#0#6#10#38#11##0#4*%£
14139,fact,YELLOW,(mind + real: something that one thinks is real) - Character (superimposed),J#1#1#0#0#8#31#9##0#4*&H#2#1#0#2#10#33#11##0#4*&W#2#1#0#2#16#33#17##0#4*&W#2#2#0#4#10#35#11##0#4*%£
14144,family_(traditional),BLUE,(man + protection + protection + woman: a man and a woman join their roofs to create a family unit. The symbol also can be explained as husband + wife.) SYMBOL SYNONYM - Character (superimposed),V#2#1#0#0#12#21#13##0#4*&R#1#1#0#2#8#23#9##0#4*&W#2#2#0#2#8#23#9##0#4*&R#1#1#0#10#8#31#9##0#4*&U#2#1#0#16#12#37#13##0#4*&W#2#2#0#18#8#39#9##0#4*%£
14145,family_(cohabiting),BLUE,"(person + protection + person: caring people, i.e., people joined together to protect those in their care) SYMBOL SYNONYM - Character (superimposed)",S#1#1#0#0#8#31#9##0#4*&R#1#1#0#2#8#33#9##0#4*&S#1#1#0#8#8#39#9##0#4*%£
14149,fan,YELLOW,(pictograph) - Character,J#1#1#0#0#8#33#9##0#4*&R#1#3#0#0#12#33#13##0#4*%£
14151,farm,YELLOW,(protection + field: place where the fields are cared for) - Character (superimposed),K#2#1#0#0#12#25#13##0#4*&R#1#1#0#0#8#25#9##0#4*&W#4#1#0#0#16#25#17##0#4*&K#2#1#0#4#12#29#13##0#4*%£
14157,"father,dad,daddy,papa,pa,pop",BLUE,(protection + man: man who gives protection to his family) - Character (superimposed),R#1#1#0#0#8#25#9##0#4*&V#2#1#0#2#12#27#13##0#4*&W#2#2#0#4#8#29#9##0#4*%£
14164,"feeling,emotion,sensation",YELLOW,"(symbol is the familiar heart shape: traditionally one's feelings are supposed to come from the heart. In a few cases, this symbol is used to represent sensation.) - Character",B#1#1#0#0#8#31#9##0#4*%£
14166,female_(gender),YELLOW,"(woman [modification], and also creation [half sized]: this form of woman is used only in compound symbols to specify gender or sex) - Character (modified)",U#2#1#0#0#12#31#13##0#4*%£
14167,"fence,wall",YELLOW,"(building_with_yard_and_fence + pointer, to fence) - Character (superimposed - pointer)",D#1#1#0#0#8#27#9##0#4*&W#4#1#0#8#16#35#17##0#4*&W#2#2#0#16#12#43#13##0#4*&R#2#4#0#17#12#44#13##0#4*%£
14170,fetus,YELLOW,(body + baby) - Character (superimposed),K#3#4#0#0#8#29#9##0#4*&H#2#1#0#2#10#31#11##0#4*&W#4#1#0#2#8#31#9##0#4*&W#4#1#0#2#16#31#17##0#4*&W#2#1#0#6#12#35#13##0#4*&W#2#2#0#6#10#35#11##0#4*&K#3#2#0#10#8#39#9##0#4*&W#2#2#0#10#10#39#11##0#4*%£
14173,field,YELLOW,(grain + earth: ground covered with grain or crops) - Character (superimposed),K#2#1#0#0#12#31#13##0#4*&W#4#1#0#0#16#31#17##0#4*&K#2#1#0#4#12#35#13##0#4*%£
14180,finger,YELLOW,"(hand + pointer, to finger) - Character (superimposed - pointer)",W#6#1#0#0#12#29#13##0#4*&W#4#2#0#4#8#33#9##0#4*&R#2#4#0#5#6#34#7##0#4*%£
14183,fire,YELLOW,"(symbol looks like a flame, suggesting fire) - Character",A#1#1#0#0#8#25#9##0#4*%£
14185,fireplace,YELLOW,(fire + open: opening in which a fire can be built) - Character (superimposed),N#1#3#0#0#8#33#9##0#4*&A#1#1#0#3#8#36#9##0#4*%£
14188,fish_(animal),YELLOW,(pictograph: symbol suggests a fish) - Character,J#1#1#0#0#12#17#13##0#4*&J#1#3#0#0#12#17#13##0#4*%£
14193,flag,YELLOW,(pictograph: symbol suggests a flag) - Character,L#2#1#0#0#8#33#9##0#4*&W#2#2#0#0#12#33#13##0#4*%£
14202,floor,YELLOW,"(room + pointer, to floor from underneath) - Character (superimposed - pointer)",N#1#2#0#0#8#21#9##0#4*&R#2#1#0#2#17#35#18##0#4*%£
14203,"floor_covering,linoleum",YELLOW,"(room + pointer, to floor from above) - Character (superimposed - pointer)",N#1#2#0#0#8#27#9##0#4*&R#2#3#0#2#13#29#14##0#4*%£
14205,flower,YELLOW,(pictograph: symbol suggests a flower) - Character,H#2#1#0#0#8#19#9##0#4*&W#2#2#0#2#12#21#13##0#4*%£
14206,flower_(from_bulb),YELLOW,"(flower + bulb + pointer, to flower) - Character (superimposed - pointer)",W#4#1#0#0#16#31#17##0#4*&H#2#1#0#2#8#25#9##0#4*&H#2#1#0#2#16#25#15##0#4*&K#4#4#0#3#16#26#17##0#4*&K#4#2#0#4#16#27#17##0#4*&W#2#2#0#4#12#27#13##0#4*&R#2#4#0#7#8#30#9##0#4*%£
14371,"fly,flying_insect",YELLOW,(insect + to fly) - Character (superimposed),V#2#1#0#0#12#31#13##0#4*&K#2#2#0#2#8#33#9##0#4*&V#2#1#0#4#12#35#13##0#4*&K#2#1#0#6#8#37#9##0#4*&V#2#1#0#8#12#39#13##0#4*%£
14374,fog,YELLOW,(sky + water: formation of water droplets below the sky) - Character (superimposed),A#1#2#0#0#11#31#12##0#4*&W#4#1#0#0#8#31#9##0#4*%£
14377,food,YELLOW,(mouth + earth [half-sized]: what the mouth gets from the earth) - Character (superimposed),H#2#1#0#0#10#9#11##0#4*&W#2#1#0#0#16#9#17##0#4*%£
14379,foot,YELLOW,"(legs and feet + pointer, to foot) - Character (superimposed - pointer)",V#1#1#0#0#8#25#9##0#4*&W#2#1#0#0#16#25#17##0#4*&R#2#3#0#8#13#39#14##0#4*&W#2#1#0#8#16#33#17##0#4*%£
14381,"for_(in_exchange_for),instead",WHITE,(to exchange [modification]) - Character (modified),R#2#1#0#0#8#31#9##0#4*&R#2#3#0#0#14#31#15##0#4*%£
14382,"for_(the_purpose_of),in_order_to",WHITE,(purpose [half-sized]) - Character,R#2#2#0#0#10#27#11##0#4*&R#2#2#0#2#10#29#11##0#4*%£
14384,forehead,YELLOW,"(face + pointer, to forehead) - Character (superimposed - pointer)",H#3#1#0#0#8#31#9##0#4*&Q#1#1#0#2#10#33#11##0#4*&R#2#3#0#2#7#33#8##0#4*&W#2#1#0#2#14#33#15##0#4*&W#2#2#0#4#10#35#11##0#4*&Q#1#1#0#6#10#37#11##0#4*%£
14389,fork,YELLOW,(pictograph: symbol suggests a fork. The diagonal orientation of fork is the same as that of spoon and knife.) - Character,W#7#2#0#0#10#29#11##0#4*&W#5#2#0#2#8#31#9##0#4*&W#6#1#0#2#10#35#11##0#4*&W#5#2#0#6#12#35#13##0#4*%£
14390,forward,WHITE,"(arrow, pointing forward) - Character",F#1#2#0#0#10#13#11##0#4*%£
14396,"freedom,liberty",YELLOW,(feeling + open: feeling of being unconfined) - Character (superimposed),B#1#1#0#0#8#33#9##0#4*&N#1#3#0#0#8#33#9##0#4*%£
14403,from,WHITE,(reference line [half-sized] + arrowhead: the arrowhead departs from the reference line. This symbol is a simplified form of departure.) - Character (sequenced),W#2#2#0#0#10#27#11##0#4*&R#2#2#0#2#10#29#11##0#4*%£
14405,fruit,YELLOW,"(pictograph: symbol suggests a piece of fruit with a curved stem, in the position it would have if hanging from a tree) - Character",H#2#1#0#0#12#17#13##0#4*&K#2#1#0#2#8#19#19##0#4*%£
14412,fuel,YELLOW,(energy + enclosure: energy that can be put into an enclosure and used to power something) - Character (superimposed),V#7#3#0#0#10#27#11##0#4*&H#3#1#0#4#8#31#7##0#4*&L#1#1#0#4#8#31#9##0#4*&V#7#1#0#8#10#35#11##0#4*%£
14415,"fur,coat_(animal),hair_(animal)",YELLOW,"(furred_animal + pointer, to hair: hair protecting the skin of an animal) - Character (superimposed - pointer)",V#2#1#0#0#12#29#13##0#4*&W#4#1#0#0#12#29#13##0#4*&K#5#4#0#1#10#31#11##0#4*&K#5#4#0#3#10#33#11##0#4*&V#2#1#0#4#12#33#13##0#4*&K#5#4#0#5#10#35#11##0#4*&R#2#4#0#7#8#36#9##0#4*%£
14417,future,YELLOW,(outline of parabolic mirror focused on what lies ahead of it) - Character,K#3#4#0#0#8#27#9##0#4*%£
14420,garage,YELLOW,"(building + vehicle [modification]: the two wheels representing a modified vehicle, building for vehicles) - Character (superimposed - modified)",D#1#1#0#0#8#31#9##0#4*&G#1#1#0#0#12#31#13##0#4*&G#1#1#0#4#12#35#13##0#4*%£
14421,"garbage_can,rubbish_bin,trash_can",YELLOW,(container + waste) - Character (superimposed),J#1#3#0#0#12#31#13##0#4*&W#8#2#0#0#8#31#9##0#4*&L#2#1#0#2#10#33#11##0#4*%£
14422,garden,YELLOW,(flower + earth: place with flowers) - Character (superimposed),W#4#1#0#0#16#27#17##0#4*&H#2#1#0#2#8#29#9##0#4*&W#2#2#0#4#12#31#13##0#4*%£
14424,gas,YELLOW,(up + pictograph of a bubble: symbol suggests a gas bubble rising upward) - Character (superimposed),F#1#1#0#0#8#33#9##0#4*&H#2#1#0#0#10#33#11##0#4*%£
14427,"gathering,assembly,meeting,conference",YELLOW,"(four arrows [modification], pointing inward towards each other, i.e., gathering together) - Character (modified)",W#2#1#0#0#12#17#13##0#4*&R#2#2#0#2#10#19#11##0#4*&R#2#1#0#4#14#21#15##0#4*&R#2#3#0#4#8#21#9##0#4*&W#2#2#0#6#6#23#7##0#4*&W#2#2#0#6#14#23#13##0#4*&R#2#4#0#8#10#25#11##0#4*&W#2#1#0#8#12#25#13##0#4*%£
14428,"gender,sex",YELLOW,(male + female: having either a male or female gender) - Character (superimposed),V#2#1#0#0#12#29#13##0#4*&U#2#1#0#4#12#33#13##0#4*%£
14430,generalization,YELLOW,"(mouth + many: what one says to characterize many things: CKB describes this symbol as ""a saying about a multitude"".) - Character (superimposed)",H#2#1#0#0#8#33#9##0#4*&T#4#1#0#0#12#33#13##0#4*%£
14431,"genitals,sex_organs",YELLOW,"(standing person + pointer, to genital area) - Character (superimposed - pointer)",W#2#1#0#0#16#31#17##0#4*&W#4#2#0#0#8#31#9##0#4*&R#2#4#0#1#10#32#11##0#4*%£
14438,giraffe,YELLOW,(animal + pictograph of head and long neck) - Character (superimposed),V#2#1#0#0#12#27#13##0#4*&W#4#1#0#0#12#27#13##0#4*&V#2#1#0#4#12#31#13##0#4*&W#2#1#0#8#4#35#5##0#4*&W#4#2#0#8#4#35#5##0#4*%£
14439,girl,BLUE,(child + female [combination]) - Character (superimposed - combined),H#2#1#0#0#8#33#9##0#4*&U#2#1#0#0#12#33#13##0#4*%£
14442,"glass,drinking_glass",YELLOW,(pictograph: symbol suggests a drinking glass) - Character,O#2#3#0#0#8#17#9##0#4*%£
14443,"glasses,eyeglasses",YELLOW,(pictograph: symbol suggests a pair of glasses and incorporates two eye symbols) - Character,H#2#1#0#0#10#15#11##0#4*&Q#1#1#0#2#12#17#13##0#4*&K#1#1#0#4#10#35#11##0#4*&H#2#1#0#8#10#23#11##0#4*&Q#1#1#0#10#12#25#13##0#4*%£
14450,goal,YELLOW,(door + ball: also a pictograph where the symbol suggests a goal with a ball in it) - Character (superimposed),N#1#1#0#0#8#31#9##0#4*&H#2#1#0#2#12#33#13##0#4*&W#2#1#0#2#14#33#15##0#4*%£
14451,God,BLUE,"(creation + creation [modification, on a higher level]: above our created world is a higher Creator) - Character (superimposed - modified)",V#1#1#0#0#4#33#5##0#4*&V#1#1#0#0#8#33#9##0#4*&W#1#1#0#0#12#33#13##0#4*&W#4#1#0#0#16#33#17##0#4*&W#1#1#0#6#12#39#13##0#4*%£
14457,"goods,contents",YELLOW,(container + thing) - Character (superimposed),J#1#3#0#0#12#31#13##0#4*&L#2#1#0#2#10#33#11##0#4*%£
14625,"grain,cereal",YELLOW,(grass + grass: pictograph where symbol suggests two stalks of grain.) - Character (superimposed),K#2#1#0#0#12#31#13##0#4*&K#2#1#0#4#12#35#13##0#4*%£
14626,"grandfather,granddad,grandpa",BLUE,(father + parent: father of one's father or mother) - Character (superimposed),R#1#1#0#0#8#25#9##0#4*&V#2#1#0#2#12#27#13##0#4*&W#2#2#0#4#8#29#9##0#4*&R#1#1#0#8#8#41#9##0#4*&S#1#1#0#10#8#43#9##0#4*%£
14627,grandfather_(maternal),BLUE,(father + mother: father of one’s mother) - Character (superimposed),R#1#1#0#0#8#25#9##0#4*&V#2#1#0#2#12#27#13##0#4*&W#2#2#0#4#8#29#9##0#4*&R#1#1#0#8#8#33#9##0#4*&U#2#1#0#10#12#35#13##0#4*&W#2#2#0#12#8#37#9##0#4*%£
14628,grandfather_(paternal),BLUE,(father + father: father of one’s father) - Character (superimposed),R#1#1#0#0#8#25#9##0#4*&V#2#1#0#2#12#27#13##0#4*&W#2#2#0#4#8#29#9##0#4*&R#1#1#0#8#8#41#9##0#4*&V#2#1#0#10#12#39#13##0#4*&W#2#2#0#12#8#41#9##0#4*%£
14629,"grandmother,grandma,granny",BLUE,(mother + parent: mother of one's father or mother) - Character (superimposed),R#1#1#0#0#8#27#9##0#4*&U#2#1#0#2#12#29#13##0#4*&W#2#2#0#4#8#31#9##0#4*&R#1#1#0#8#8#41#9##0#4*&S#1#1#0#10#8#43#9##0#4*%£
14630,grandmother_(maternal),BLUE,(mother + mother: mother of one’s mother) - Character (superimposed),R#1#1#0#0#8#27#9##0#4*&U#2#1#0#2#12#29#13##0#4*&W#2#2#0#4#8#31#9##0#4*&R#1#1#0#8#8#35#9##0#4*&U#2#1#0#10#12#37#13##0#4*&W#2#2#0#12#8#39#9##0#4*%£
14631,grandmother_(paternal),BLUE,(mother + father: mother of one’s father) - Character (superimposed),R#1#1#0#0#8#27#9##0#4*&U#2#1#0#2#12#29#13##0#4*&W#2#2#0#4#8#31#9##0#4*&R#1#1#0#8#8#41#9##0#4*&V#2#1#0#10#12#39#13##0#4*&W#2#2#0#12#8#41#9##0#4*%£
14632,grandparent,BLUE,(parent + parent: the parent of one's father or mother) - Character (superimposed),R#1#1#0#0#8#23#9##0#4*&S#1#1#0#2#8#25#9##0#4*&R#1#1#0#8#8#31#9##0#4*&S#1#1#0#10#8#33#9##0#4*%£
14635,"grape,grapes",YELLOW,(pictograph: symbol suggests a cluster of grapes hanging from a stem) - Character,H#2#1#0#0#10#29#11##0#4*&H#2#1#0#2#14#31#15##0#4*&H#2#1#0#4#10#33#11##0#4*&K#2#1#0#4#8#33#9##0#4*%£
14636,grass,YELLOW,(pictograph: symbol suggests a blade of grass) - Character,K#2#1#0#0#12#25#13##0#4*%£
14638,grave,YELLOW,"(earth + reclining,lying_(person_lying_down) [modification, under earthline]: place of rest below the earth) - Character (superimposed - modified)",W#4#1#0#0#16#31#17##0#4*&W#4#1#0#0#20#31#21##0#4*&W#1#2#0#8#18#39#19##0#4*%£
14647,"group_of,much_of,many_of,quantity_of",YELLOW,(multiplication [half-sized]: used before another symbol to create a collective or quantitative meaning) - Character,T#4#1#0#0#12#29#13##0#4*%£
14655,"gun,firearm",YELLOW,(pictograph: symbol suggests a gun with a trigger area) - Character,W#2#1#0#0#12#25#13##0#4*&K#1#3#0#1#12#32#13##0#4*&W#4#1#0#4#12#29#13##0#4*%£
14659,hail,YELLOW,(ice + down: ice particles that fall down from the sky) - Character (superimposed),A#1#2#0#0#11#27#12##0#4*&F#1#3#0#2#8#29#9##0#4*&L#2#1#0#2#10#29#11##0#4*%£
14660,hair,YELLOW,(pictograph: used only in association with a body part or animal symbol) - Character (sequenced),K#5#4#0#0#10#35#11##0#4*&K#5#4#0#2#10#37#11##0#4*&K#5#4#0#4#10#39#11##0#4*%£
14661,hair_(head),YELLOW,"(head_with_hair + pointer, to hair) - Character (superimposed - pointer)",H#3#1#0#0#8#15#9##0#4*&K#5#4#0#1#6#35#7##0#4*&S#3#1#0#2#10#17#11##0#4*&K#5#4#0#3#6#37#7##0#4*&K#5#4#0#5#6#39#7##0#4*&R#2#4#0#7#4#40#5##0#4*%£
14666,"hammer,gavel,mallet",YELLOW,(pictograph: symbol looks like a hammer ready to strike) - Character,W#7#2#0#0#10#31#11##0#4*&W#6#1#0#4#8#35#9##0#4*%£
14667,hand,YELLOW,(pictograph: symbol reproduces the shape formed by the thumb and the index finger) - Character,V#9#3#0#0#8#25#9##0#4*%£
14668,"handbag,shopping_bag,carrier_bag",YELLOW,(container + pictograph of top with a handle: pictograph that suggests a handbag with a handle) - Character (superimposed),J#1#3#0#0#12#33#13##0#4*&W#4#1#0#0#12#33#13##0#4*&K#1#1#0#2#10#35#11##0#4*%£
14689,head,YELLOW,"(pictograph: symbol suggests a human head, with two lines indicating nose and mouth) - Character",H#3#1#0#0#8#15#9##0#4*&S#3#1#0#2#10#17#11##0#4*%£
14690,health,YELLOW,"(person [modification] + arm: symbol suggests the outline of a person, arm bent, as if exercising to maintain health) - Character (superimposed - modified)",W#2#1#0#0#12#31#13##0#4*&W#2#2#0#0#8#31#9##0#4*&W#4#2#0#4#8#35#9##0#4*%£
14696,heat,YELLOW,(pointer (left) + fire + pointer (right): suggesting radiation of heat) - Character (superimposed - pointer),R#2#4#0#0#10#32#11##0#4*&A#1#1#0#3#8#35#9##0#4*&R#2#2#0#6#10#38#11##0#4*%£
14699,hedgehog_(OLD),YELLOW,(animal + obsolete old pictograph of spines) - Character SUPERSEDED SYNONYM and SUPERSEDED CHARACTER See hedgehog 23527,W#6#1#0#0#8#25#9##0#4*&V#2#1#0#4#12#29#13##0#4*&W#4#1#0#4#12#29#13##0#4*&W#6#1#0#4#8#29#9##0#4*&V#2#1#0#8#12#33#13##0#4*&W#6#1#0#8#8#33#9##0#4*%£
14700,heel,YELLOW,"(legs and feet + pointer, to heel) - Character (superimposed - pointer)",R#2#2#0#0#14#30#15##0#4*&V#1#1#0#3#8#33#9##0#4*&W#2#1#0#3#16#33#17##0#4*&W#2#1#0#11#16#41#17##0#4*%£
14701,helicopter,YELLOW,"(wheel + propeller,rotor_(blades): pictograph derived from airplane) - Character (superimposed)",V#2#2#0#0#8#27#9##0#4*&G#1#1#0#2#12#29#13##0#4*&V#2#4#0#4#8#31#9##0#4*&W#1#2#0#4#10#31#11##0#4*%£
14704,"help,aid,assistance,support",YELLOW,(diagonal line + person: the person symbol appears to be helping the leaning line) - Character (superimposed),W#9#1#0#0#8#19#9##0#4*&S#1#1#0#2#8#21#9##0#4*%£
14708,here,WHITE,"(about,concerning,in_relation_to,of,on + two dots: the ""of,on"" arrowhead pointing to the right to the first and closest one of two dots, indicating the ""here"" relationship to certain points in space) - Character (sequenced)",R#2#2#0#0#10#31#11##0#4*&Q#1#1#0#4#12#35#13##0#4*&Q#1#1#0#6#12#37#13##0#4*%£
14713,hip,YELLOW,"(legs and feet + pointer, to hip) - Character (superimposed - pointer)",V#1#1#0#0#8#31#9##0#4*&W#2#1#0#0#16#31#17##0#4*&R#2#4#0#5#6#36#7##0#4*&W#2#1#0#8#16#39#17##0#4*%£
14714,hippopotamus,YELLOW,"(animal_(water) + horse [combination]: taken from Greek, ""horse of the river"", an animal that spends much time in water) - Character (superimposed - combined)",A#1#2#0#0#17#31#16##0#4*&V#2#1#0#0#12#31#13##0#4*&W#4#1#0#0#12#31#13##0#4*&V#2#1#0#4#12#35#13##0#4*&W#6#2#0#8#8#39#9##0#4*&W#5#1#0#12#8#43#9##0#4*%£
14883,hole,YELLOW,(earth [half-sized] + container_(low) + earth [half-sized]: symbol suggests a hole in the ground) - Character (superimposed - modified),W#2#1#0#0#16#19#17##0#4*&J#1#3#0#4#16#23#15##0#4*&W#2#1#0#12#16#31#17##0#4*%£
14891,"hook,hanger",YELLOW,(pictograph) - Character,W#4#1#0#0#12#29#13##0#4*&W#5#1#0#8#12#37#13##0#4*&W#5#2#0#10#12#39#13##0#4*%£
14894,horizon,YELLOW,(early morning + pointer to horizon) - Character (superimposed - pointer),J#1#1#0#0#12#33#13##0#4*&W#4#1#0#0#16#33#17##0#4*&R#2#4#0#9#14#42#15##0#4*%£
14895,"trumpet,horn,cornet_(1)",YELLOW,(pictograph) - Character SYMBOL SYNONYM,W#4#1#0#0#12#29#13##0#4*&K#1#1#0#4#10#33#11##0#4*&K#2#2#0#8#12#37#13##0#4*&K#2#3#0#8#8#37#9##0#4*%£
14896,horn(s),YELLOW,"(animal_(bovine,ovine),bovid,bovine + pointer, to horns) - Character (superimposed - pointer)",V#2#1#0#0#12#25#13##0#4*&W#4#1#0#0#12#25#13##0#4*&K#1#3#0#4#10#29#11##0#4*&V#2#1#0#4#12#29#13##0#4*&R#2#4#0#9#8#34#9##0#4*%£
14897,horse,YELLOW,(animal + pictograph of horse's head and neck) - Character (superimposed),V#2#1#0#0#12#27#13##0#4*&W#4#1#0#0#12#27#13##0#4*&V#2#1#0#4#12#31#13##0#4*&W#6#2#0#8#8#35#9##0#4*&W#5#1#0#12#8#39#9##0#4*%£
14905,"house,building,dwelling,residence",YELLOW,(foundation + protection: pictograph of the outline of a house.The symbol can also be explained as: combination of enclosure and protection.) - Character (superimposed),D#1#1#0#0#8#15#9##0#4*%£
14914,husband,BLUE,"(man + protection: this symbol, joined to the symbol for wife, produces family) - Character (superimposed)",V#2#1#0#0#12#10#13##0#4*&R#1#1#0#2#8#39#9##0#4*&W#2#2#0#2#8#12#9##0#4*%£
14919,ice,YELLOW,(water + thing: water transformed into a solid thing) - Character (superimposed),A#1#2#0#0#11#15#12##0#4*&L#2#1#0#2#10#35#11##0#4*%£
14921,ice_cream_(cone),YELLOW,(pictograph) - Character,K#1#1#0#0#10#23#11##0#4*&U#2#3#0#0#12#23#11##0#4*%£
